index,单价,小区名称,建筑面积,户型,房屋总价,朝向,楼层,装修
19,64234元/平米,文园雅阁,82.2平米,2室2厅1卫,528万,西南,高层,简装修
20,48456元/平米,联丰新城,84.2平米,3室1厅1卫,408万,南北,低层,简装修
21,60094元/平米,海峡国际天璟,94.02平米,2室2厅1卫,565万,西南,中层,精装修
22,50606元/平米,东方巴黎,132平米,3室2厅2卫,668万,南北,中层,中装修
23,118029元/平米,新景七星公馆,305.01平米,7室3厅4卫,3600万,南北,中层,毛坯
24,65801元/平米,君临宝邸,167.17平米,4室2厅2卫,1100万,南北,中层,精装修
25,42069元/平米,家家海景,145平米,4室2厅2卫,610万,东南,低层,简装修
26,38853元/平米,云顶花园,76.7平米,2室2厅1卫,298万,南北,中层,简装修
27,40504元/平米,浦南新村,88.88平米,3室2厅1卫,360万,南北,低层,简装修
28,52885元/平米,万寿花园,104平米,3室2厅2卫,550万,南北,高层,中装修
29,73126元/平米,鑫塔水尚,109.4平米,5室2厅2卫,800万,东,高层,暂无
30,92547元/平米,台湾山庄福德堡别墅,322平米,6室3厅5卫,2980万,南,低层,毛坯
31,39690元/平米,九龙城,140.59平米,4室2厅2卫,558万,东南,高层,简装修
32,57971元/平米,万科金域蓝湾,138平米,5室2厅2卫,800万,暂无,低层,简装修
33,113139元/平米,新华城,137平米,5室2厅2卫,1550万,南北,中层,豪华装修
34,49451元/平米,假日万寿公寓,91平米,3室2厅2卫,450万,南北,低层,中装修
35,35000元/平米,官都里,68平米,2室1厅1卫,238万,南北,中层,简装修
36,70916元/平米,盈翠嘉园,124.09平米,3室2厅2卫,880万,南北,低层,简装修
37,45143元/平米,裕发广场,35平米,1室1厅1卫,158万,北,高层,精装修
38,47115元/平米,米兰春天,52平米,暂无,245万,北,中层,简装修
39,45082元/平米,湖滨三里南,103.81平米,3室2厅2卫,468万,南北,中层,精装修
40,38136元/平米,太湖新城,118平米,3室2厅2卫,450万,南,中层,精装修
41,42468元/平米,百合花园,223.7平米,4室2厅4卫,950万,东南,中层,精装修
42,66972元/平米,海峡国际天璟,109平米,3室2厅1卫,730万,西南,中层,豪华装修
43,80349元/平米,蓝湾国际,174.24平米,4室2厅2卫,1400万,南北,中层,精装修
44,45944元/平米,宏益大厦,117.1平米,3室2厅2卫,538万,西北,中层,精装修
45,71355元/平米,鲁能领秀城,193.4平米,5室2厅3卫,1380万,南,高层,精装修
46,54930元/平米,太子山庄,71平米,2室2厅1卫,390万,南北,高层,精装修
47,67890元/平米,海峡国际天璟,109平米,3室2厅1卫,740万,西南,中层,简装修
48,43623元/平米,文兴东二里,81.38平米,3室2厅1卫,355万,南北,高层,精装修
49,58824元/平米,国贸信隆城,153平米,4室2厅2卫,900万,南北,中层,精装修
50,102767元/平米,鼓浪屿老别墅,506平米,25室1厅9卫,5200万,东,低层,豪华装修
51,67458元/平米,鲁能领秀城,160.1平米,4室2厅3卫,1080万,东南,高层,豪华装修
52,82086元/平米,海峡国际社区四期,158.37平米,3室2厅2卫,1300万,南北,高层,精装修
53,41192元/平米,嘉莲大厦,149.3平米,3室2厅2卫,615万,西北,中层,简装修
54,69891元/平米,瑞丽花园,125.91平米,3室2厅2卫,880万,南北,低层,精装修
55,45593元/平米,嘉怡园,105.28平米,3室2厅1卫,480万,北,低层,简装修
56,53913元/平米,万泰东方,115平米,3室2厅2卫,620万,南,中层,精装修
57,42857元/平米,阳光百合,56平米,2室2厅2卫,240万,东,中层,精装修
58,64430元/平米,西堤公寓,97.78平米,3室2厅1卫,630万,东,低层,简装修
59,43623元/平米,文兴东二里,81.38平米,3室2厅1卫,355万,南北,高层,精装修
0,41219元/平米,云顶至尊,279平米,4室2厅5卫,1150万,南北,低层,豪华装修
1,44608元/平米,文兴东一里,51.56平米,1室1厅1卫,230万,南北,高层,中装修
2,58929元/平米,鹭江新城四期,140平米,3室2厅2卫,825万,南北,中层,简装修
3,35526元/平米,金鸡亭西林东里小区,76平米,2室2厅1卫,270万,西南,低层,精装修
4,82400元/平米,信和中央广场,125平米,3室2厅2卫,1030万,南北,高层,简装修
5,40288元/平米,华林花园二期,116.66平米,3室2厅2卫,470万,南北,高层,精装修
6,39101元/平米,禹洲花园,89平米,3室2厅1卫,348万,南北,中层,简装修
7,47272元/平米,法院宿舍,101.54平米,3室2厅1卫,480万,南北,中层,精装修
8,50943元/平米,夏新花园,53平米,2室1厅1卫,270万,南北,高层,中装修
9,41009元/平米,金榜大厦,103.88平米,3室2厅1卫,426万,西,低层,简装修
10,41754元/平米,莲花天伦花园,47.9平米,1室1厅1卫,200万,南北,高层,简装修
11,69721元/平米,国贸春天,200.8平米,4室2厅2卫,1400万,南北,中层,简装修
12,71650元/平米,水晶国际,103平米,3室2厅2卫,738万,南北,低层,豪华装修
13,54840元/平米,源通中心,54.34平米,1室1厅1卫,298万,西,高层,简装修
14,74642元/平米,国贸春天,200.69平米,4室2厅3卫,1498万,南北,中层,精装修
15,35000元/平米,金鸡亭花园小区,72平米,3室2厅1卫,252万,南北,中层,精装修
16,52876元/平米,振兴新村,47.28平米,2室1厅1卫,250万,南北,高层,中装修
17,45588元/平米,育秀里,68平米,2室2厅1卫,310万,南北,中层,简装修
18,55833元/平米,汇成花园,120平米,3室2厅2卫,670万,南北,低层,精装修
19,67164元/平米,亿力乐园,134平米,4室2厅2卫,900万,南北,高层,简装修
20,45993元/平米,武夷花园,97.84平米,3室2厅1卫,450万,南北,中层,精装修
21,37162元/平米,宝龙中心,148平米,4室2厅2卫,550万,东南,中层,精装修
22,54982元/平米,源通中心,54.2平米,2室1厅1卫,298万,西北,高层,简装修
23,38568元/平米,岳阳西里,65.08平米,2室1厅1卫,251万,南北,高层,中装修
24,48644元/平米,罗宾森广场,106.9平米,3室2厅2卫,520万,西南,中层,精装修
25,36486元/平米,莲坂西小区,74平米,2室2厅1卫,270万,南北,高层,简装修
26,43590元/平米,侨福城,78平米,2室2厅1卫,340万,南北,低层,精装修
27,59435元/平米,慧景城,302.85平米,6室2厅5卫,1800万,东南,高层,精装修
28,63371元/平米,万科金域蓝湾,165.69平米,4室2厅2卫,1050万,南北,中层,精装修
29,41304元/平米,文兴东二里,69平米,2室2厅1卫,285万,南北,高层,中装修
30,53313元/平米,万峰华庭,193.2平米,4室2厅2卫,1030万,南北,高层,简装修
31,72566元/平米,华侨海景城二期,113平米,3室2厅2卫,820万,南北,高层,简装修
32,36735元/平米,美仁前社,53.9平米,2室2厅1卫,198万,南,高层,简装修
33,46477元/平米,御景苑,146.31平米,3室2厅2卫,680万,南北,中层,中装修
34,40000元/平米,长城小区,67平米,2室2厅2卫,268万,南北,高层,精装修
35,39254元/平米,怡富花园,134平米,3室2厅1卫,526万,南北,中层,简装修
36,80643元/平米,云海山庄,310.01平米,8室2厅5卫,2500万,北,低层,豪华装修
37,88235元/平米,厦禾裕景,153平米,3室2厅2卫,1350万,南北,低层,精装修
38,48456元/平米,联丰新城,84.2平米,3室1厅1卫,408万,东,低层,暂无
39,44776元/平米,槟榔西里,67平米,2室2厅1卫,300万,南北,中层,精装修
40,105793元/平米,山景叠院,158.8平米,6室2厅4卫,1680万,南北,高层,精装修
41,56170元/平米,中信惠扬,94平米,3室2厅2卫,528万,西北,高层,豪华装修
42,48350元/平米,龙山二期安置房,103平米,3室2厅1卫,498万,南北,高层,精装修
43,62396元/平米,英皇湖畔花苑,71.8平米,3室2厅1卫,448万,南北,中层,精装修
44,72180元/平米,皇家御城,399平米,5室2厅3卫,2880万,南北,高层,毛坯
45,54984元/平米,弘龙商业城,168.23平米,3室2厅2卫,925万,南北,高层,中装修
46,43434元/平米,文园公寓,99平米,3室2厅1卫,430万,南北,中层,简装修
47,51932元/平米,福满家园,82.8平米,3室2厅1卫,430万,南北,高层,简装修
48,85635元/平米,特房尊府,181平米,4室2厅2卫,1550万,暂无,高层,简装修
49,60030元/平米,碧湖豪庭,133.1平米,3室2厅2卫,799万,南北,高层,简装修
50,64846元/平米,文馨园,58.6平米,2室1厅1卫,380万,南北,高层,精装修
51,91842元/平米,永年天墅,185.1平米,5室2厅2卫,1700万,南北,中层,简装修
52,62241元/平米,永成大厦,120.5平米,4室2厅2卫,750万,南北,高层,豪华装修
53,77170元/平米,山景叠院,155.5平米,4室2厅2卫,1200万,南北,高层,豪华装修
54,49180元/平米,外贸新村,97.6平米,2室2厅1卫,480万,南北,中层,简装修
55,51958元/平米,东方明珠广场,212.67平米,5室2厅2卫,1105万,南北,高层,简装修
56,35176元/平米,云顶山庄花园,85平米,3室2厅1卫,299万,南北,高层,简装修
57,46119元/平米,嘉盛豪园,134平米,3室2厅2卫,618万,南北,中层,毛坯
58,48315元/平米,罗宾森广场,53.4平米,2室1厅1卫,258万,东,低层,精装修
59,46772元/平米,明发园,75.9平米,2室2厅1卫,355万,南北,高层,简装修
0,49416元/平米,中信广场B幢,112.92平米,3室2厅2卫,558万,西,低层,精装修
1,57824元/平米,陶然北岸,153.57平米,3室2厅2卫,888万,南北,低层,精装修
2,66667元/平米,海峡国际天璟,135平米,3室2厅1卫,900万,南北,高层,豪华装修
3,57376元/平米,汇禾新城,90.63平米,2室2厅2卫,520万,南北,中层,精装修
4,44937元/平米,盈翠里,79平米,2室2厅1卫,355万,南北,中层,精装修
5,33435元/平米,香江大花园,131平米,3室2厅2卫,438万,南北,中层,简装修
6,53106元/平米,文馨园,175.12平米,4室2厅3卫,930万,南北,高层,精装修
7,40367元/平米,龙盛里居住区,98.1平米,3室2厅1卫,396万,南北,高层,精装修
8,56691元/平米,裕盛园,139平米,3室2厅2卫,788万,南,中层,中装修
9,53763元/平米,禹洲世纪海湾,93平米,2室2厅1卫,500万,西,低层,简装修
10,51506元/平米,文园公寓,114.55平米,3室2厅2卫,590万,南北,中层,中装修
11,39975元/平米,森海丽景,160.1平米,3室2厅2卫,640万,南北,低层,精装修
12,38356元/平米,大学路小区,73平米,2室2厅1卫,280万,南北,中层,简装修
13,58470元/平米,鲁能领秀城,158.2平米,3室2厅2卫,925万,南北,低层,精装修
14,44231元/平米,槟榔西里,52平米,2室1厅1卫,230万,南北,高层,简装修
15,36739元/平米,流芳里,92平米,3室1厅1卫,338万,南北,低层,简装修
16,44961元/平米,店上东里,129平米,3室2厅2卫,580万,南北,中层,中装修
17,71138元/平米,创冠体育大厦,49.2平米,1室1厅1卫,350万,东南,高层,中装修
18,64970元/平米,海峡国际天璟,169平米,4室2厅2卫,1098万,东南,中层,精装修
19,49275元/平米,鹭腾花园,138平米,3室2厅2卫,680万,南北,高层,精装修
20,67022元/平米,金象嘉园,131.3平米,4室2厅3卫,880万,南北,中层,精装修
21,42424元/平米,店上东里,99平米,3室2厅1卫,420万,南北,中层,中装修
22,62411元/平米,假日香港广场,141平米,3室2厅2卫,880万,南北,中层,精装修
23,40964元/平米,前埔北区二里,83平米,2室2厅1卫,340万,南北,中层,简装修
24,59027元/平米,金桥园,127.06平米,3室2厅2卫,750万,南北,高层,精装修
25,42625元/平米,嘉华大厦,135.6平米,3室2厅2卫,578万,东南,高层,精装修
26,58131元/平米,阳光海岸,289平米,5室2厅3卫,1680万,南北,高层,精装修
27,47212元/平米,银河大厦,39.82平米,1室1厅1卫,188万,南北,高层,中装修
28,41000元/平米,中关委大厦,50平米,1室1厅1卫,205万,东北,高层,精装修
29,47073元/平米,鑫龙大厦,80.3平米,3室2厅2卫,378万,北,中层,简装修
30,74545元/平米,海峡国际社区,165平米,3室2厅2卫,1230万,南北,中层,精装修
31,80586元/平米,阳鸿新城,136.5平米,3室2厅1卫,1100万,南北,高层,中装修
32,48532元/平米,惠祥花园,51.1平米,1室1厅1卫,248万,东,中层,简装修
33,89744元/平米,云海山庄,312平米,6室2厅4卫,2800万,南,低层,精装修
34,55078元/平米,禾祥商城,128平米,3室2厅2卫,705万,南北,高层,简装修
35,47502元/平米,莲岳里,64.84平米,2室1厅1卫,308万,南北,低层,简装修
36,46282元/平米,兴鸿广场,129.64平米,3室2厅2卫,600万,南北,低层,简装修
37,48331元/平米,万景公寓,88.97平米,3室2厅2卫,430万,南北,高层,中装修
38,57514元/平米,云顶至尊,269.5平米,4室2厅4卫,1550万,南北,中层,精装修
39,51743元/平米,泛华大厦,152.29平米,3室2厅2卫,788万,东北,高层,简装修
40,42013元/平米,福满山庄,163.76平米,4室2厅2卫,688万,南北,高层,简装修
41,72831元/平米,东方明珠广场,122.2平米,4室2厅3卫,890万,南北,低层,简装修
42,72680元/平米,皇家御城,154.1平米,4室2厅2卫,1120万,南北,低层,豪华装修
43,78071元/平米,海峡国际社区,160.11平米,3室2厅2卫,1250万,南北,高层,精装修
44,68056元/平米,凤凰名都,144平米,3室2厅2卫,980万,南北,中层,精装修
45,40875元/平米,联丰瑞园,80平米,2室2厅1卫,327万,南北,高层,简装修
46,41346元/平米,仙岳山庄,104平米,2室2厅2卫,430万,南北,低层,简装修
47,51600元/平米,华林绿景花园,50平米,1室1厅1卫,258万,南北,中层,简装修
48,55767元/平米,海湾新城,168.2平米,4室2厅2卫,938万,东南,低层,精装修
49,38495元/平米,嘉禾花园,93平米,2室2厅1卫,358万,南北,低层,精装修
50,47708元/平米,宝龙中心二期,96平米,3室2厅2卫,458万,东,低层,暂无
51,83747元/平米,厦禾裕景,322.4平米,5室3厅4卫,2700万,南北,高层,精装修
52,67667元/平米,海峡国际天璟,90平米,2室1厅1卫,609万,南,低层,豪华装修
53,50794元/平米,鹭江新城,214.2平米,4室2厅3卫,1088万,南北,低层,精装修
54,41000元/平米,金榜铁路家园,60平米,2室2厅1卫,246万,南北,高层,中装修
55,69110元/平米,蓝湾国际,191平米,4室2厅2卫,1320万,南北,低层,精装修
56,61728元/平米,明发海景苑,97.2平米,3室2厅3卫,600万,南北,高层,简装修
57,61000元/平米,厦门大学城,50平米,1室1厅1卫,305万,东,中层,简装修
58,66879元/平米,新景世纪城A区,157平米,5室2厅2卫,1050万,南北,中层,简装修
59,64136元/平米,恒达大厦,38.2平米,暂无,245万,东北,中层,简装修
0,82542元/平米,源昌新天地,168.4平米,5室2厅2卫,1390万,南北,中层,毛坯
1,45333元/平米,翠湖小区,75平米,2室2厅1卫,340万,南北,中层,精装修
2,61489元/平米,冠成大厦,94平米,2室2厅1卫,578万,南北,中层,简装修
3,70345元/平米,城立方,58平米,3室2厅2卫,408万,西北,中层,精装修
4,56480元/平米,海湾新城,168.2平米,4室2厅2卫,950万,东南,低层,精装修
5,66667元/平米,怡和大厦,147平米,4室2厅2卫,980万,东南,高层,简装修
6,94697元/平米,半山御景,184.8平米,4室2厅2卫,1750万,南北,中层,豪华装修
7,49761元/平米,罗宾森广场,146.3平米,3室2厅2卫,728万,东南,低层,精装修
8,45298元/平米,嘉盛豪园,154.09平米,3室2厅2卫,698万,东,中层,暂无
9,69481元/平米,海峡国际天璟,135平米,3室2厅2卫,938万,南北,中层,中装修
10,76888元/平米,皇家御城,175.58平米,4室2厅3卫,1350万,南北,中层,毛坯
11,43786元/平米,屿后北里,77.65平米,3室2厅1卫,340万,南,高层,精装修
12,43342元/平米,嘉美花园,95.75平米,3室2厅1卫,415万,东,低层,暂无
13,58797元/平米,瑞景商业广场,44.22平米,2室1厅1卫,260万,东南,中层,精装修
14,59091元/平米,奔马新村,110平米,3室2厅1卫,650万,南北,中层,精装修
15,71286元/平米,宝嘉誉峰,140平米,3室2厅2卫,998万,南北,高层,精装修
16,67073元/平米,创冠体育大厦,49.2平米,1室1厅1卫,330万,东南,高层,简装修
17,41096元/平米,前埔南小区,73平米,2室2厅1卫,300万,南北,低层,精装修
18,50076元/平米,盈翠里,65.5平米,2室2厅2卫,328万,南北,高层,简装修
19,68275元/平米,天泉富邑,539平米,6室3厅5卫,3680万,南,低层,毛坯
20,39733元/平米,裕康花园,75平米,3室1厅1卫,298万,南北,中层,中装修
21,77151元/平米,亿力音乐花园,168.5平米,4室2厅3卫,1300万,南北,中层,精装修
22,73761元/平米,新景高峰会,203.36平米,5室2厅3卫,1500万,南北,中层,毛坯
23,44961元/平米,店上东里,129平米,3室2厅2卫,580万,南北,中层,中装修
24,72847元/平米,海峡国际天璟,137平米,3室2厅2卫,998万,南北,高层,精装修
25,80106元/平米,蓝湾国际,146.68平米,3室2厅2卫,1175万,南,高层,简装修
26,40307元/平米,华林花园二期,71.7平米,2室1厅1卫,289万,南北,高层,简装修
27,69891元/平米,瑞丽花园,125.91平米,3室2厅2卫,880万,南北,低层,精装修
28,56695元/平米,文馨园,188.73平米,4室3厅2卫,1070万,南北,高层,中装修
